# Метеостанция Виллакубле (аэропорт), Франция, METAR=LFPV, выборка с 18.01.2024 по 18.02.2024, все дни
# Кодировка: ANSI
# Информация предоставлена сайтом "Расписание Погоды", rp5.ru
# Пожалуйста, при использовании данных, любезно указывайте названный сайт.
# Обозначения метеопараметров см. по адресу http://rp5.ru/metar.php?metar=LFPV&lang=ru
#
"Местное время в Виллакубле (аэропорт)";"T";"P0";"P";"U";"DD";"Ff";"ff10";"WW";"W'W'";"c";"VV";"Td";
"22.01.2024 05:00";"10.0";"744.4";"760.5";"88";"Ветер, дующий с юго-запада";"11";"17";"";"";"Сплошная (100%) 510 м";"10.0 и более";"8.0";
"22.01.2024 04:30";"10.0";"745.1";"761.2";"88";"Ветер, дующий с юго-запада";"9";"17";"";"";"Сплошная (100%) 510 м, кучево-дождевые облака";"10.0 и более";"8.0";
"22.01.2024 04:00";"11.0";"745.2";"761.2";"82";"Ветер, дующий с юго-запада";"10";"16";"";"";"Сплошная (100%) 480 м, кучево-дождевые облака";"10.0 и более";"8.0";
"22.01.2024 03:30";"10.0";"745.1";"761.2";"88";"Ветер, дующий с юго-запада";"10";"";"";"";"Сплошная (100%) 420 м";"10.0 и более";"8.0";
"22.01.2024 03:00";"10.0";"745.1";"761.2";"88";"Ветер, дующий с юго-запада";"11";"16";"";"";"Сплошная (100%) 360 м";"10.0 и более";"8.0";
"22.01.2024 02:30";"10.0";"745.9";"762.0";"88";"Ветер, дующий с юго-запада";"10";"17";"";"";"Сплошная (100%) 270 м";"10.0 и более";"8.0";
"22.01.2024 02:00";"9.0";"745.8";"762.0";"94";"Ветер, дующий с юго-юго-запада";"9";"16";"";"";"Сплошная (100%) 240 м";"10.0 и более";"8.0";
"22.01.2024 01:30";"9.0";"745.8";"762.0";"94";"Ветер, дующий с юго-юго-запада";"10";"17";"";"";"Сплошная (100%) 240 м";"10.0 и более";"8.0";
"22.01.2024 01:00";"9.0";"746.6";"762.8";"94";"Ветер, дующий с юго-юго-запада";"9";"16";"";"";"Сплошная (100%) 240 м";"10.0 и более";"8.0";
"22.01.2024 00:30";"9.0";"746.6";"762.8";"94";"Ветер, дующий с юго-юго-запада";"9";"17";"";"";"Сплошная (100%) 210 м";"10.0 и более";"8.0";
"22.01.2024 00:00";"9.0";"747.3";"763.5";"94";"Ветер, дующий с юго-юго-запада";"9";"17";"";"";"Сплошная (100%) 180 м";"10.0 и более";"8.0";
"21.01.2024 23:30";"8.0";"748.0";"764.3";"100";"Ветер, дующий с юго-юго-запада";"8";"14";"";"";"Сплошная (100%) 150 м";"10.0 и более";"8.0";
"21.01.2024 23:00";"8.0";"748.0";"764.3";"100";"Ветер, дующий с юго-юго-запада";"9";"15";"";"";"Сплошная (100%) 180 м";"10.0 и более";"8.0";
"21.01.2024 22:30";"9.0";"748.1";"764.3";"94";"Ветер, дующий с юго-юго-запада";"9";"15";"";"";"Сплошная (100%) 180 м";"10.0 и более";"8.0";
"21.01.2024 22:00";"8.0";"748.7";"765.0";"100";"Ветер, дующий с юго-юго-запада";"7";"13";"";"";"Сплошная (100%) 180 м";"10.0 и более";"8.0";
"21.01.2024 21:30";"8.0";"748.7";"765.0";"93";"Ветер, дующий с юго-юго-запада";"8";"13";"";"";"Сплошная (100%) 150 м";"10.0 и более";"7.0";
"21.01.2024 21:00";"8.0";"749.5";"765.8";"93";"Ветер, дующий с юго-юго-запада";"8";"13";"";"";"Сплошная (100%) 120 м";"10.0 и более";"7.0";
"21.01.2024 20:30";"7.0";"749.4";"765.8";"100";"Ветер, дующий с юго-юго-запада";"6";"";"";"";"Сплошная (100%) 120 м";"10.0 и более";"7.0";
"21.01.2024 20:00";"7.0";"750.2";"766.6";"100";"Ветер, дующий с юго-юго-запада";"7";"";"";"";"Сплошная (100%) 60 м";"7.0";"7.0";
"21.01.2024 19:30";"7.0";"750.2";"766.6";"100";"Ветер, дующий с юго-юго-запада";"6";"";"Дымка";"";"Сплошная (100%) 60 м";"5.0";"7.0";
"21.01.2024 19:00";"7.0";"750.9";"767.3";"100";"Ветер, дующий с юго-юго-запада";"5";"";"Дымка";"";"Сплошная (100%) 60 м";"3.6";"7.0";
"21.01.2024 18:30";"6.0";"750.9";"767.3";"100";"Ветер, дующий с юго-юго-запада";"6";"";"Дымка";"";"Сплошная (100%) 60 м";"5.0";"6.0";
"21.01.2024 18:00";"6.0";"750.9";"767.3";"100";"Ветер, дующий с юго-юго-запада";"6";"";"Дымка";"";"Сплошная (100%) 60 м";"2.8";"6.0";
"21.01.2024 17:30";"6.0";"750.9";"767.3";"100";"Ветер, дующий с юго-юго-запада";"7";"";"Слабый(ая)(ые) дождь, дымка";"";"Вертикальная видимость";"1.8";"6.0";
"21.01.2024 17:00";"6.0";"750.9";"767.3";"93";"Ветер, дующий с юго-юго-запада";"6";"";"Слабый(ая)(ые) морось, дымка";"";"Вертикальная видимость";"1.3";"5.0";
"21.01.2024 16:30";"5.0";"750.8";"767.3";"100";"Ветер, дующий с юго-юго-запада";"6";"";"Дымка";"";"Сплошная (100%) 60 м";"3.3";"5.0";
"21.01.2024 16:00";"5.0";"750.8";"767.3";"93";"Ветер, дующий с юга";"5";"";"Дымка";"";"Сплошная (100%) 90 м";"3.7";"4.0";
"21.01.2024 15:30";"4.0";"751.5";"768.1";"100";"Ветер, дующий с юго-юго-запада";"5";"";"";"";"Сплошная (100%) 90 м";"7.0";"4.0";
"21.01.2024 15:00";"4.0";"751.5";"768.1";"100";"Ветер, дующий с юго-юго-запада";"4";"";"";"";"Сплошная (100%) 120 м";"10.0 и более";"4.0";
"21.01.2024 14:30";"4.0";"751.5";"768.1";"93";"Ветер, дующий с юго-юго-запада";"4";"";"";"";"Сплошная (100%) 120 м";"10.0 и более";"3.0";
"21.01.2024 14:00";"4.0";"751.5";"768.1";"93";"Ветер, дующий с юго-юго-запада";"5";"";"";"";"Сплошная (100%) 180 м";"10.0 и более";"3.0";
"21.01.2024 13:30";"4.0";"751.5";"768.1";"93";"Ветер, дующий с юго-запада";"5";"";"";"";"Сплошная (100%) 210 м";"10.0 и более";"3.0";
"21.01.2024 13:00";"4.0";"751.5";"768.1";"87";"Ветер, дующий с юго-запада";"5";"";"";"";"Сплошная (100%) 240 м";"10.0 и более";"2.0";
"21.01.2024 12:30";"4.0";"751.5";"768.1";"87";"Ветер, дующий с юго-юго-запада";"6";"";"";"";"Сплошная (100%) 270 м";"10.0 и более";"2.0";
"21.01.2024 12:00";"4.0";"751.5";"768.1";"87";"Ветер, дующий с юго-юго-запада";"5";"";"";"";"Сплошная (100%) 270 м";"10.0 и более";"2.0";
"21.01.2024 11:30";"4.0";"751.5";"768.1";"81";"Ветер, дующий с юго-запада";"5";"";"";"";"Разорванная (60-90%) 300 м, сплошная (100%) 420 м";"10.0 и более";"1.0";
"21.01.2024 11:00";"3.0";"751.5";"768.1";"81";"Ветер, дующий с юго-запада";"5";"";"";"";"Разорванная (60-90%) 540 м, разорванная (60-90%) 750 м, разорванная (60-90%) 1050 м";"10.0 и более";"0.0";
"21.01.2024 10:30";"2.0";"751.4";"768.1";"81";"Ветер, дующий с юго-запада";"5";"";"";"";"Разорванная (60-90%) 630 м, разорванная (60-90%) 1080 м, сплошная (100%) 1260 м";"10.0 и более";"-1.0";
"21.01.2024 10:00";"2.0";"751.4";"768.1";"75";"Ветер, дующий с юго-запада";"6";"";"";"";"Разорванная (60-90%) 810 м, разорванная (60-90%) 1050 м, сплошная (100%) 1350 м";"10.0 и более";"-2.0";
"21.01.2024 09:30";"2.0";"751.4";"768.1";"75";"Ветер, дующий с юго-запада";"6";"";"";"";"Рассеянная (40-50%) 1050 м, сплошная (100%) 1320 м";"10.0 и более";"-2.0";
"21.01.2024 09:00";"1.0";"751.3";"768.1";"81";"Ветер, дующий с юго-запада";"5";"";"";"";"Сплошная (100%) 1320 м";"10.0 и более";"-2.0";
"21.01.2024 08:30";"1.0";"750.6";"767.3";"81";"Ветер, дующий с юго-юго-запада";"4";"";"";"";"Разорванная (60-90%) 1410 м, сплошная (100%) 1680 м";"10.0 и более";"-2.0";
"21.01.2024 08:00";"1.0";"750.6";"767.3";"81";"Ветер, дующий с юго-юго-запада";"5";"";"";"";"Нет существенной облачности";"10.0 и более";"-2.0";
"21.01.2024 07:30";"1.0";"750.6";"767.3";"75";"Ветер, дующий с юго-юго-запада";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"-3.0";
"21.01.2024 07:00";"1.0";"750.6";"767.3";"75";"Ветер, дующий с юго-юго-запада";"5";"";"";"";"Нет существенной облачности";"10.0 и более";"-3.0";
"21.01.2024 06:30";"1.0";"749.9";"766.6";"70";"Ветер, дующий с юго-юго-запада";"5";"";"Слабый(ая)(ые) снег";"";"Незначительная (10-30%) 1410 м, разорванная (60-90%) 1680 м, разорванная (60-90%) 2160 м, кучевые мощные большой вертикальной протяженности";"10.0 и более";"-4.0";
"21.01.2024 06:00";"1.0";"750.6";"767.3";"65";"Ветер, дующий с юго-юго-запада";"5";"";"";"";"Кучевые мощные большой вертикальной протяженности";"10.0 и более";"-5.0";
"21.01.2024 05:30";"0.0";"750.5";"767.3";"69";"Ветер, дующий с юго-юго-запада";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"-5.0";
"21.01.2024 05:00";"0.0";"750.5";"767.3";"75";"Ветер, дующий с юго-юго-запада";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"-4.0";
"21.01.2024 04:30";"-1.0";"750.4";"767.3";"80";"Ветер, дующий с юга";"5";"";"";"";"Нет существенной облачности";"10.0 и более";"-4.0";
"21.01.2024 04:00";"-1.0";"750.4";"767.3";"80";"Ветер, дующий с юго-юго-запада";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"-4.0";
"21.01.2024 03:30";"-1.0";"750.4";"767.3";"80";"Ветер, дующий с юго-юго-запада";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"-4.0";
"21.01.2024 03:00";"-1.0";"750.4";"767.3";"80";"Ветер, дующий с юго-юго-запада";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"-4.0";
"21.01.2024 02:30";"-1.0";"750.4";"767.3";"80";"Ветер, дующий с юга";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"-4.0";
"21.01.2024 02:00";"-1.0";"750.4";"767.3";"80";"Ветер, дующий с юга";"5";"";"";"";"Нет существенной облачности";"10.0 и более";"-4.0";
"21.01.2024 01:30";"-1.0";"750.4";"767.3";"75";"Ветер, дующий с юга";"5";"";"";"";"Нет существенной облачности";"10.0 и более";"-5.0";
"21.01.2024 01:00";"-1.0";"750.4";"767.3";"80";"Ветер, дующий с юга";"6";"";"";"";"Нет существенной облачности";"10.0 и более";"-4.0";
"21.01.2024 00:30";"-1.0";"750.4";"767.3";"80";"Ветер, дующий с юга";"5";"";"";"";"Нет существенной облачности";"10.0 и более";"-4.0";
"21.01.2024 00:00";"-1.0";"750.4";"767.3";"80";"Ветер, дующий с юга";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"-4.0";
"20.01.2024 23:30";"-2.0";"751.2";"768.1";"86";"Ветер, дующий с юго-юго-востока";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"-4.0";
"20.01.2024 23:00";"-2.0";"751.2";"768.1";"86";"Ветер, дующий с юго-юго-востока";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"-4.0";
"20.01.2024 22:30";"-2.0";"751.2";"768.1";"86";"Ветер, дующий с юго-юго-востока";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"-4.0";
"20.01.2024 22:00";"-1.0";"752.0";"768.9";"80";"Ветер, дующий с юго-юго-востока";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"-4.0";
"20.01.2024 21:30";"-1.0";"752.0";"768.9";"86";"Ветер, дующий с юго-юго-востока";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"-3.0";
"20.01.2024 21:00";"-1.0";"752.0";"768.9";"86";"Ветер, дующий с юго-юго-востока";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"-3.0";
"20.01.2024 20:30";"-1.0";"752.7";"769.6";"80";"Ветер, дующий с юго-юго-востока";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"-4.0";
"20.01.2024 20:00";"0.0";"752.8";"769.6";"75";"Ветер, дующий с юго-юго-востока";"5";"";"";"";"Нет существенной облачности";"10.0 и более";"-4.0";
"20.01.2024 19:30";"0.0";"752.8";"769.6";"75";"Ветер, дующий с юго-востока";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"-4.0";
"20.01.2024 19:00";"0.0";"752.8";"769.6";"75";"Ветер, дующий с юго-востока";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"-4.0";
"20.01.2024 18:30";"0.0";"753.5";"770.4";"75";"Ветер, дующий с юго-востока";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"-4.0";
"20.01.2024 18:00";"0.0";"753.5";"770.4";"75";"Ветер, дующий с востоко-юго-востока";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"-4.0";
"20.01.2024 17:30";"1.0";"753.6";"770.4";"70";"Ветер, дующий с юго-востока";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"-4.0";
"20.01.2024 17:00";"2.0";"753.7";"770.4";"65";"Ветер, дующий с юго-юго-востока";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"-4.0";
"20.01.2024 16:30";"2.0";"753.7";"770.4";"65";"Ветер, дующий с юго-востока";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"-4.0";
"20.01.2024 16:00";"3.0";"753.7";"770.4";"60";"Ветер, дующий с юго-юго-востока";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"-4.0";
"20.01.2024 15:30";"2.0";"754.3";"771.1";"65";"Ветер, дующий с юго-юго-востока";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"-4.0";
